2022-11-09 14:21:54,568 FATAL   AuthApp.Debugging - this is a fatal print int Level:100
2022-11-09 15:49:48,919 ERROR   AuthApp.Client - %email is not logged in
2022-11-09 15:49:48,919 ERROR   AuthApp.Client - %email is not logged in
2022-11-09 15:49:48,920 ERROR   AuthApp.Client - %email is not logged in
2022-11-09 15:50:19,207 DEBUG   AuthApp.Client - trying to register withranysaliman@gmail.com
2022-11-09 15:50:19,209 INFO    AuthApp.AuthenticationController - currently registering with email: ranysaliman@gmail.com
2022-11-09 15:50:19,211 ERROR   AuthApp.Client - %s email is not logged in
2022-11-09 15:50:19,211 ERROR   AuthApp.Client - %s email is not logged in
2022-11-09 15:50:19,211 ERROR   AuthApp.Client - %s email is not logged in
2022-11-09 15:50:19,211 ERROR   AuthApp.Client - %s email is not logged in
2022-11-09 15:51:52,096 DEBUG   AuthApp.Client - trying to register withranysaliman@gmail.com
2022-11-09 15:51:52,098 INFO    AuthApp.AuthenticationController - currently registering with email: ranysaliman@gmail.com
2022-11-09 15:51:52,099 ERROR   AuthApp.Client - ranysaliman@gmail.comemail is not logged in
2022-11-09 15:51:52,099 ERROR   AuthApp.Client - ranysaliman@gmail.comemail is not logged in
2022-11-09 15:51:52,100 ERROR   AuthApp.Client - nissimsaliman@gmail.comemail is not logged in
2022-11-09 15:51:52,100 ERROR   AuthApp.Client - nissimsaliman@gmail.comemail is not logged in
2022-11-09 15:52:07,164 DEBUG   AuthApp.Client - trying to register withranysaliman@gmail.com
2022-11-09 15:52:07,166 INFO    AuthApp.AuthenticationController - currently registering with email: ranysaliman@gmail.com
